id_student,code_module,code_presentation,final_result,target
312537,AAA,2013J,Distinction,0
312782,AAA,2013J,Pass,0
318933,AAA,2013J,Pass,0
319047,AAA,2013J,Pass,0
321942,AAA,2013J,Pass,0
324002,AAA,2013J,Pass,0
324084,AAA,2013J,Pass,0
324282,AAA,2013J,Pass,0
331358,AAA,2013J,Withdrawn,1
332789,AAA,2013J,Pass,0
333059,AAA,2013J,Pass,0
333323,AAA,2013J,Pass,0
334259,AAA,2013J,Fail,1
334333,AAA,2013J,Withdrawn,1
335764,AAA,2013J,Withdrawn,1
336207,AAA,2013J,Pass,0
339972,AAA,2013J,Pass,0
341872,AAA,2013J,Fail,1
342007,AAA,2013J,Withdrawn,1
342514,AAA,2013J,Pass,0
342972,AAA,2013J,Pass,0
343446,AAA,2013J,Pass,0
344282,AAA,2013J,Fail,1
345068,AAA,2013J,Pass,0
345357,AAA,2013J,Distinction,0
346025,AAA,2013J,Pass,0
346843,AAA,2013J,Fail,1
350188,AAA,2013J,Pass,0
354858,AAA,2013J,Withdrawn,1
357668,AAA,2013J,Fail,1
364177,AAA,2013J,Fail,1
365244,AAA,2013J,Pass,0
365642,AAA,2013J,Pass,0
366483,AAA,2013J,Pass,0
368194,AAA,2013J,Pass,0
368824,AAA,2013J,Fail,1
368963,AAA,2013J,Pass,0
376439,AAA,2013J,Distinction,0
376581,AAA,2013J,Pass,0
380953,AAA,2013J,Pass,0
383254,AAA,2013J,Pass,0
386924,AAA,2013J,Pass,0
386952,AAA,2013J,Pass,0
388722,AAA,2013J,Pass,0
388885,AAA,2013J,Pass,0
390890,AAA,2013J,Withdrawn,1
392756,AAA,2013J,Fail,1
392931,AAA,2013J,Pass,0
393207,AAA,2013J,Pass,0
396872,AAA,2013J,Pass,0
398552,AAA,2013J,Fail,1
401869,AAA,2013J,Pass,0
402470,AAA,2013J,Pass,0
404804,AAA,2013J,Pass,0
405088,AAA,2013J,Pass,0
405961,AAA,2013J,Withdrawn,1
414117,AAA,2013J,Pass,0
415969,AAA,2013J,Withdrawn,1
420087,AAA,2013J,Fail,1
429958,AAA,2013J,Pass,0
441018,AAA,2013J,Pass,0
441888,AAA,2013J,Pass,0
442442,AAA,2013J,Withdrawn,1
444677,AAA,2013J,Distinction,0
470588,AAA,2013J,Withdrawn,1
489455,AAA,2013J,Pass,0
494424,AAA,2013J,Fail,1
495284,AAA,2013J,Pass,0
498857,AAA,2013J,Pass,0
508818,AAA,2013J,Pass,0
512460,AAA,2013J,Pass,0
544103,AAA,2013J,Pass,0
550383,AAA,2013J,Pass,0
564450,AAA,2013J,Fail,1
568601,AAA,2013J,Withdrawn,1
572652,AAA,2013J,Pass,0
580389,AAA,2013J,Pass,0
581129,AAA,2013J,Fail,1
588775,AAA,2013J,Pass,0
591774,AAA,2013J,Pass,0
603861,AAA,2013J,Withdrawn,1
606143,AAA,2013J,Fail,1
704156,AAA,2013J,Pass,0
705379,AAA,2013J,Distinction,0
721259,AAA,2013J,Withdrawn,1
749412,AAA,2013J,Pass,0
760729,AAA,2013J,Distinction,0
905042,AAA,2013J,Pass,0
949618,AAA,2013J,Pass,0
958987,AAA,2013J,Pass,0
968578,AAA,2013J,Pass,0
969076,AAA,2013J,Withdrawn,1
971027,AAA,2013J,Pass,0
978739,AAA,2013J,Pass,0
1035023,AAA,2013J,Pass,0
1105478,AAA,2013J,Pass,0
1352868,AAA,2013J,Withdrawn,1
1401935,AAA,2013J,Fail,1
1402638,AAA,2013J,Pass,0
1414443,AAA,2013J,Fail,1
1456619,AAA,2013J,Withdrawn,1
1465690,AAA,2013J,Pass,0
1472925,AAA,2013J,Fail,1
1488959,AAA,2013J,Pass,0
1518989,AAA,2013J,Pass,0
1618738,AAA,2013J,Pass,0
1620151,AAA,2013J,Fail,1
1626710,AAA,2013J,Distinction,0
1640609,AAA,2013J,Pass,0
1686521,AAA,2013J,Withdrawn,1
1729319,AAA,2013J,Pass,0
1746134,AAA,2013J,Pass,0
1758449,AAA,2013J,Withdrawn,1
1763015,AAA,2013J,Withdrawn,1
1765788,AAA,2013J,Pass,0
1801229,AAA,2013J,Pass,0
1801641,AAA,2013J,Pass,0
1847830,AAA,2013J,Pass,0
1860318,AAA,2013J,Pass,0
1889511,AAA,2013J,Pass,0
1889577,AAA,2013J,Pass,0
1894188,AAA,2013J,Pass,0
1938355,AAA,2013J,Pass,0
1942396,AAA,2013J,Pass,0
1970390,AAA,2013J,Withdrawn,1
1976139,AAA,2013J,Pass,0
2011876,AAA,2013J,Pass,0
2012966,AAA,2013J,Pass,0
2051699,AAA,2013J,Pass,0
2062879,AAA,2013J,Fail,1
2065691,AAA,2013J,Withdrawn,1
2073016,AAA,2013J,Withdrawn,1
2080474,AAA,2013J,Pass,0
2083877,AAA,2013J,Pass,0
2084066,AAA,2013J,Fail,1
2104505,AAA,2013J,Pass,0
2122180,AAA,2013J,Distinction,0
2139353,AAA,2013J,Withdrawn,1
2143752,AAA,2013J,Pass,0
2146792,AAA,2013J,Pass,0
2149225,AAA,2013J,Withdrawn,1
2153153,AAA,2013J,Pass,0
2155014,AAA,2013J,Pass,0
2164705,AAA,2013J,Fail,1
2171627,AAA,2013J,Pass,0
2182846,AAA,2013J,Pass,0
2194100,AAA,2013J,Pass,0
2197016,AAA,2013J,Pass,0
2208424,AAA,2013J,Pass,0
2229865,AAA,2013J,Pass,0
2255601,AAA,2013J,Withdrawn,1
2268379,AAA,2013J,Pass,0
2278464,AAA,2013J,Pass,0
2293923,AAA,2013J,Pass,0
2312620,AAA,2013J,Withdrawn,1
2318055,AAA,2013J,Withdrawn,1
2324976,AAA,2013J,Withdrawn,1
2329342,AAA,2013J,Pass,0
2339528,AAA,2013J,Distinction,0
2342426,AAA,2013J,Fail,1
2344901,AAA,2013J,Fail,1
2358056,AAA,2013J,Fail,1
2358969,AAA,2013J,Withdrawn,1
2364471,AAA,2013J,Pass,0
2365101,AAA,2013J,Withdrawn,1
2367155,AAA,2013J,Pass,0
2369266,AAA,2013J,Pass,0
2376496,AAA,2013J,Pass,0
2391984,AAA,2013J,Withdrawn,1
2411661,AAA,2013J,Fail,1
2411778,AAA,2013J,Withdrawn,1
2412002,AAA,2013J,Distinction,0
2412967,AAA,2013J,Pass,0
2429854,AAA,2013J,Withdrawn,1
2437837,AAA,2013J,Pass,0
2449878,AAA,2013J,Pass,0
2456480,AAA,2013J,Fail,1
2457256,AAA,2013J,Pass,0
2458355,AAA,2013J,Pass,0
2460080,AAA,2013J,Pass,0
2461190,AAA,2013J,Fail,1
2469673,AAA,2013J,Fail,1
2470694,AAA,2013J,Withdrawn,1
2479954,AAA,2013J,Pass,0
2481901,AAA,2013J,Pass,0
2482700,AAA,2013J,Pass,0
2486127,AAA,2013J,Pass,0
2498700,AAA,2013J,Pass,0
2516503,AAA,2013J,Pass,0
2518069,AAA,2013J,Pass,0
2521459,AAA,2013J,Pass,0
2523736,AAA,2013J,Pass,0
2529279,AAA,2013J,Pass,0
2532302,AAA,2013J,Pass,0
2536991,AAA,2013J,Distinction,0
2542724,AAA,2013J,Withdrawn,1
2550279,AAA,2013J,Pass,0
2551220,AAA,2013J,Pass,0
2552472,AAA,2013J,Withdrawn,1
2555340,AAA,2013J,Pass,0
2557283,AAA,2013J,Pass,0
2559575,AAA,2013J,Pass,0
2562034,AAA,2013J,Pass,0
2566163,AAA,2013J,Pass,0
2566592,AAA,2013J,Pass,0
2569324,AAA,2013J,Withdrawn,1
2574528,AAA,2013J,Pass,0
2574583,AAA,2013J,Pass,0
2576122,AAA,2013J,Withdrawn,1
2578995,AAA,2013J,Pass,0
2586560,AAA,2013J,Pass,0
2594139,AAA,2013J,Pass,0
2598871,AAA,2013J,Pass,0
2599352,AAA,2013J,Pass,0
2600688,AAA,2013J,Pass,0
2606098,AAA,2013J,Pass,0
2613116,AAA,2013J,Pass,0
2617002,AAA,2013J,Pass,0
2620584,AAA,2013J,Fail,1
2639449,AAA,2013J,Pass,0
2639540,AAA,2013J,Pass,0
2639641,AAA,2013J,Pass,0
2641155,AAA,2013J,Pass,0
2643002,AAA,2013J,Pass,0
2645733,AAA,2013J,Pass,0
2649826,AAA,2013J,Distinction,0
2650282,AAA,2013J,Pass,0
2664024,AAA,2013J,Pass,0
2666246,AAA,2013J,Pass,0
2669816,AAA,2013J,Fail,1
2671132,AAA,2013J,Pass,0
2676809,AAA,2013J,Fail,1
2678643,AAA,2013J,Pass,0
2685865,AAA,2013J,Pass,0
2688067,AAA,2013J,Pass,0
2689958,AAA,2013J,Distinction,0
2691206,AAA,2013J,Distinction,0
2691244,AAA,2013J,Pass,0
2694424,AAA,2013J,Pass,0
2698257,AAA,2013J,Pass,0
6516,AAA,2014J,Pass,0
24734,AAA,2014J,Pass,0
26192,AAA,2014J,Distinction,0
28061,AAA,2014J,Pass,0
31600,AAA,2014J,Pass,0
46844,AAA,2014J,Pass,0
52765,AAA,2014J,Pass,0
55104,AAA,2014J,Pass,0
58071,AAA,2014J,Pass,0
58316,AAA,2014J,Pass,0
62487,AAA,2014J,Pass,0
63165,AAA,2014J,Pass,0
65002,AAA,2014J,Fail,1
70011,AAA,2014J,Pass,0
75255,AAA,2014J,Pass,0
79403,AAA,2014J,Withdrawn,1
85092,AAA,2014J,Pass,0
85144,AAA,2014J,Pass,0
85302,AAA,2014J,Pass,0
87431,AAA,2014J,Withdrawn,1
94961,AAA,2014J,Pass,0
95755,AAA,2014J,Withdrawn,1
101116,AAA,2014J,Pass,0
107489,AAA,2014J,Pass,0
108872,AAA,2014J,Pass,0
109155,AAA,2014J,Pass,0
111512,AAA,2014J,Fail,1
117818,AAA,2014J,Pass,0
119902,AAA,2014J,Withdrawn,1
121349,AAA,2014J,Pass,0
124064,AAA,2014J,Distinction,0
125018,AAA,2014J,Pass,0
129955,AAA,2014J,Withdrawn,1
130034,AAA,2014J,Pass,0
130547,AAA,2014J,Pass,0
130636,AAA,2014J,Pass,0
131390,AAA,2014J,Pass,0
133816,AAA,2014J,Pass,0
133922,AAA,2014J,Pass,0
135335,AAA,2014J,Withdrawn,1
135400,AAA,2014J,Pass,0
135471,AAA,2014J,Distinction,0
139033,AAA,2014J,Fail,1
141377,AAA,2014J,Pass,0
141506,AAA,2014J,Fail,1
146503,AAA,2014J,Pass,0
147756,AAA,2014J,Pass,0
148993,AAA,2014J,Pass,0
149741,AAA,2014J,Pass,0
149962,AAA,2014J,Pass,0
151587,AAA,2014J,Withdrawn,1
152668,AAA,2014J,Withdrawn,1
155984,AAA,2014J,Pass,0
158707,AAA,2014J,Withdrawn,1
159954,AAA,2014J,Withdrawn,1
164944,AAA,2014J,Pass,0
165226,AAA,2014J,Fail,1
167961,AAA,2014J,Pass,0
174024,AAA,2014J,Pass,0
174094,AAA,2014J,Pass,0
174745,AAA,2014J,Pass,0
175447,AAA,2014J,Pass,0
175772,AAA,2014J,Withdrawn,1
183057,AAA,2014J,Pass,0
185350,AAA,2014J,Fail,1
188278,AAA,2014J,Pass,0
199636,AAA,2014J,Pass,0
199897,AAA,2014J,Pass,0
200804,AAA,2014J,Pass,0
205494,AAA,2014J,Pass,0
228021,AAA,2014J,Distinction,0
228383,AAA,2014J,Pass,0
232307,AAA,2014J,Pass,0
235068,AAA,2014J,Pass,0
235507,AAA,2014J,Pass,0
236875,AAA,2014J,Pass,0
237274,AAA,2014J,Pass,0
243510,AAA,2014J,Fail,1
244246,AAA,2014J,Pass,0
248581,AAA,2014J,Distinction,0
252073,AAA,2014J,Pass,0
254625,AAA,2014J,Distinction,0
258587,AAA,2014J,Distinction,0
260355,AAA,2014J,Withdrawn,1
260623,AAA,2014J,Pass,0
263251,AAA,2014J,Pass,0
263543,AAA,2014J,Pass,0
263952,AAA,2014J,Distinction,0
266524,AAA,2014J,Pass,0
268733,AAA,2014J,Fail,1
273346,AAA,2014J,Pass,0
274947,AAA,2014J,Withdrawn,1
275674,AAA,2014J,Withdrawn,1
275792,AAA,2014J,Pass,0
277123,AAA,2014J,Fail,1
277880,AAA,2014J,Withdrawn,1
281077,AAA,2014J,Pass,0
281636,AAA,2014J,Pass,0
285315,AAA,2014J,Pass,0
287040,AAA,2014J,Pass,0
287204,AAA,2014J,Pass,0
287210,AAA,2014J,Pass,0
288994,AAA,2014J,Fail,1
289449,AAA,2014J,Pass,0
290164,AAA,2014J,Pass,0
292525,AAA,2014J,Pass,0
292775,AAA,2014J,Pass,0
293824,AAA,2014J,Pass,0
294496,AAA,2014J,Pass,0
294655,AAA,2014J,Fail,1
295060,AAA,2014J,Fail,1
295075,AAA,2014J,Pass,0
296424,AAA,2014J,Pass,0
298034,AAA,2014J,Fail,1
298838,AAA,2014J,Pass,0
301967,AAA,2014J,Pass,0
302476,AAA,2014J,Distinction,0
303521,AAA,2014J,Pass,0
303985,AAA,2014J,Pass,0
304465,AAA,2014J,Pass,0
306646,AAA,2014J,Pass,0
309142,AAA,2014J,Pass,0
310412,AAA,2014J,Pass,0
311235,AAA,2014J,Pass,0
311659,AAA,2014J,Fail,1
313937,AAA,2014J,Pass,0
315076,AAA,2014J,Pass,0
315744,AAA,2014J,Distinction,0
323370,AAA,2014J,Pass,0
323805,AAA,2014J,Withdrawn,1
328024,AAA,2014J,Pass,0
328734,AAA,2014J,Withdrawn,1
329659,AAA,2014J,Fail,1
330594,AAA,2014J,Pass,0
331358,AAA,2014J,Distinction,0
332884,AAA,2014J,Pass,0
334441,AAA,2014J,Fail,1
335247,AAA,2014J,Pass,0
335764,AAA,2014J,Pass,0
337748,AAA,2014J,Withdrawn,1
338407,AAA,2014J,Pass,0
341876,AAA,2014J,Withdrawn,1
342007,AAA,2014J,Pass,0
345440,AAA,2014J,Pass,0
345519,AAA,2014J,Pass,0
346118,AAA,2014J,Pass,0
348275,AAA,2014J,Withdrawn,1
348807,AAA,2014J,Pass,0
350156,AAA,2014J,Pass,0
350939,AAA,2014J,Pass,0
351336,AAA,2014J,Pass,0
353665,AAA,2014J,Pass,0
354170,AAA,2014J,Fail,1
356170,AAA,2014J,Pass,0
358182,AAA,2014J,Pass,0
364957,AAA,2014J,Pass,0
369834,AAA,2014J,Withdrawn,1
371710,AAA,2014J,Pass,0
373872,AAA,2014J,Pass,0
375260,AAA,2014J,Pass,0
375646,AAA,2014J,Pass,0
377546,AAA,2014J,Distinction,0
381642,AAA,2014J,Withdrawn,1
382095,AAA,2014J,Pass,0
383180,AAA,2014J,Withdrawn,1
383600,AAA,2014J,Pass,0
383723,AAA,2014J,Pass,0
384203,AAA,2014J,Pass,0
384725,AAA,2014J,Pass,0
387533,AAA,2014J,Fail,1
387954,AAA,2014J,Withdrawn,1
388147,AAA,2014J,Fail,1
390890,AAA,2014J,Pass,0
391249,AAA,2014J,Distinction,0
396599,AAA,2014J,Fail,1
396655,AAA,2014J,Fail,1
398171,AAA,2014J,Pass,0
398349,AAA,2014J,Pass,0
400147,AAA,2014J,Pass,0
400682,AAA,2014J,Pass,0
401404,AAA,2014J,Pass,0
402204,AAA,2014J,Pass,0
402727,AAA,2014J,Pass,0
402961,AAA,2014J,Pass,0
404356,AAA,2014J,Pass,0
406671,AAA,2014J,Pass,0
406682,AAA,2014J,Distinction,0
409100,AAA,2014J,Pass,0
409703,AAA,2014J,Pass,0
410092,AAA,2014J,Pass,0
411971,AAA,2014J,Pass,0
415969,AAA,2014J,Fail,1
418731,AAA,2014J,Fail,1
421455,AAA,2014J,Pass,0
424577,AAA,2014J,Pass,0
429858,AAA,2014J,Distinction,0
431025,AAA,2014J,Fail,1
439305,AAA,2014J,Pass,0
440319,AAA,2014J,Withdrawn,1
442064,AAA,2014J,Pass,0
442132,AAA,2014J,Pass,0
446108,AAA,2014J,Pass,0
447481,AAA,2014J,Pass,0
468120,AAA,2014J,Fail,1
468694,AAA,2014J,Withdrawn,1
470588,AAA,2014J,Withdrawn,1
470982,AAA,2014J,Pass,0
476603,AAA,2014J,Distinction,0
481022,AAA,2014J,Fail,1
483800,AAA,2014J,Pass,0
484897,AAA,2014J,Pass,0
485962,AAA,2014J,Pass,0
488382,AAA,2014J,Withdrawn,1
488990,AAA,2014J,Pass,0
500113,AAA,2014J,Pass,0
503889,AAA,2014J,Pass,0
514526,AAA,2014J,Withdrawn,1
518808,AAA,2014J,Pass,0
522482,AAA,2014J,Withdrawn,1
527100,AAA,2014J,Distinction,0
527801,AAA,2014J,Fail,1
533068,AAA,2014J,Pass,0
537081,AAA,2014J,Fail,1
544253,AAA,2014J,Pass,0
548120,AAA,2014J,Pass,0
561467,AAA,2014J,Withdrawn,1
567922,AAA,2014J,Withdrawn,1
569505,AAA,2014J,Distinction,0
570317,AAA,2014J,Pass,0
574505,AAA,2014J,Pass,0
588477,AAA,2014J,Pass,0
593846,AAA,2014J,Withdrawn,1
593987,AAA,2014J,Fail,1
596288,AAA,2014J,Pass,0
598070,AAA,2014J,Withdrawn,1
603834,AAA,2014J,Pass,0
603861,AAA,2014J,Withdrawn,1
608440,AAA,2014J,Withdrawn,1
623710,AAA,2014J,Withdrawn,1
623840,AAA,2014J,Pass,0
626240,AAA,2014J,Pass,0
628088,AAA,2014J,Withdrawn,1
628312,AAA,2014J,Withdrawn,1
630142,AAA,2014J,Withdrawn,1
637665,AAA,2014J,Pass,0
639053,AAA,2014J,Pass,0
642878,AAA,2014J,Withdrawn,1
648130,AAA,2014J,Withdrawn,1
676546,AAA,2014J,Withdrawn,1
677186,AAA,2014J,Pass,0
677281,AAA,2014J,Fail,1
684180,AAA,2014J,Pass,0
687698,AAA,2014J,Pass,0
696073,AAA,2014J,Pass,0
696578,AAA,2014J,Withdrawn,1
721259,AAA,2014J,Withdrawn,1
852847,AAA,2014J,Fail,1
998493,AAA,2014J,Pass,0
1045203,AAA,2014J,Pass,0
1112555,AAA,2014J,Pass,0
1183831,AAA,2014J,Withdrawn,1
1268696,AAA,2014J,Pass,0
1336190,AAA,2014J,Pass,0
1352868,AAA,2014J,Pass,0
1398979,AAA,2014J,Withdrawn,1
1456619,AAA,2014J,Withdrawn,1
1469279,AAA,2014J,Withdrawn,1
1471214,AAA,2014J,Pass,0
1472925,AAA,2014J,Pass,0
1484804,AAA,2014J,Pass,0
1511033,AAA,2014J,Pass,0
1576513,AAA,2014J,Distinction,0
1609002,AAA,2014J,Pass,0
1629771,AAA,2014J,Distinction,0
1676594,AAA,2014J,Withdrawn,1
1686551,AAA,2014J,Withdrawn,1
1689639,AAA,2014J,Withdrawn,1
1715896,AAA,2014J,Pass,0
1721270,AAA,2014J,Pass,0
1757766,AAA,2014J,Pass,0
1773377,AAA,2014J,Pass,0
1799111,AAA,2014J,Pass,0
1818673,AAA,2014J,Fail,1
1839386,AAA,2014J,Withdrawn,1
1926668,AAA,2014J,Pass,0
1947156,AAA,2014J,Pass,0
1967783,AAA,2014J,Pass,0
1970390,AAA,2014J,Pass,0
1975209,AAA,2014J,Pass,0
2010232,AAA,2014J,Pass,0
2045084,AAA,2014J,Fail,1
2057803,AAA,2014J,Pass,0
2073016,AAA,2014J,Fail,1
2085209,AAA,2014J,Pass,0
2086400,AAA,2014J,Pass,0
2139353,AAA,2014J,Pass,0
2148681,AAA,2014J,Pass,0
2158048,AAA,2014J,Withdrawn,1
2158196,AAA,2014J,Withdrawn,1
2165164,AAA,2014J,Pass,0
2168833,AAA,2014J,Withdrawn,1
2207874,AAA,2014J,Fail,1
2240349,AAA,2014J,Pass,0
2244332,AAA,2014J,Distinction,0
2273119,AAA,2014J,Withdrawn,1
2277857,AAA,2014J,Pass,0
2297896,AAA,2014J,Pass,0
2313257,AAA,2014J,Withdrawn,1
2318055,AAA,2014J,Pass,0
2330254,AAA,2014J,Pass,0
2355470,AAA,2014J,Pass,0
2358969,AAA,2014J,Pass,0
2363863,AAA,2014J,Distinction,0
2365101,AAA,2014J,Withdrawn,1
2369415,AAA,2014J,Pass,0
2375975,AAA,2014J,Pass,0
2397661,AAA,2014J,Pass,0
2398313,AAA,2014J,Pass,0
2404408,AAA,2014J,Fail,1
2425993,AAA,2014J,Pass,0
2429854,AAA,2014J,Fail,1
2432796,AAA,2014J,Pass,0
2434159,AAA,2014J,Pass,0
2436812,AAA,2014J,Fail,1
2467267,AAA,2014J,Pass,0
2470694,AAA,2014J,Fail,1
2473538,AAA,2014J,Pass,0
2474849,AAA,2014J,Withdrawn,1
2494700,AAA,2014J,Pass,0
2500258,AAA,2014J,Pass,0
2507842,AAA,2014J,Withdrawn,1
2509639,AAA,2014J,Pass,0
2514368,AAA,2014J,Distinction,0
2514898,AAA,2014J,Pass,0
2521865,AAA,2014J,Pass,0
2522927,AAA,2014J,Pass,0
2540168,AAA,2014J,Withdrawn,1
2546445,AAA,2014J,Withdrawn,1
2551797,AAA,2014J,Pass,0
2551932,AAA,2014J,Withdrawn,1
2569324,AAA,2014J,Pass,0
2574990,AAA,2014J,Fail,1
2576122,AAA,2014J,Fail,1
2578676,AAA,2014J,Pass,0
2581477,AAA,2014J,Pass,0
2584873,AAA,2014J,Pass,0
2595841,AAA,2014J,Fail,1
2596621,AAA,2014J,Pass,0
2601889,AAA,2014J,Pass,0
2602338,AAA,2014J,Fail,1
2606802,AAA,2014J,Fail,1
2624961,AAA,2014J,Fail,1
2630087,AAA,2014J,Withdrawn,1
2633226,AAA,2014J,Pass,0
2642616,AAA,2014J,Pass,0
2642935,AAA,2014J,Distinction,0
2648611,AAA,2014J,Pass,0
2649800,AAA,2014J,Pass,0
2654628,AAA,2014J,Pass,0
2677624,AAA,2014J,Pass,0
2680312,AAA,2014J,Pass,0
2688166,AAA,2014J,Pass,0
2690062,AAA,2014J,Withdrawn,1
2692514,AAA,2014J,Pass,0
2694788,AAA,2014J,Fail,1
23629,BBB,2013B,Fail,1
25107,BBB,2013B,Pass,0
27891,BBB,2013B,Withdrawn,1
29144,BBB,2013B,Fail,1
31663,BBB,2013B,Pass,0
33666,BBB,2013B,Withdrawn,1
34229,BBB,2013B,Pass,0
34353,BBB,2013B,Fail,1
34431,BBB,2013B,Withdrawn,1
34694,BBB,2013B,Withdrawn,1
34756,BBB,2013B,Withdrawn,1
34863,BBB,2013B,Pass,0
35812,BBB,2013B,Fail,1
39655,BBB,2013B,Distinction,0
50993,BBB,2013B,Fail,1
52899,BBB,2013B,Withdrawn,1
58089,BBB,2013B,Fail,1
62631,BBB,2013B,Fail,1
70608,BBB,2013B,Distinction,0
71433,BBB,2013B,Fail,1
72070,BBB,2013B,Withdrawn,1
74695,BBB,2013B,Distinction,0
74734,BBB,2013B,Pass,0
75399,BBB,2013B,Pass,0
78645,BBB,2013B,Fail,1
79378,BBB,2013B,Fail,1
82535,BBB,2013B,Pass,0
82741,BBB,2013B,Pass,0
83254,BBB,2013B,Pass,0
84245,BBB,2013B,Distinction,0
84664,BBB,2013B,Pass,0
