id_student,total_clicks,avg_daily_clicks,std_clicks,active_days,interactions,assess_mean,assess_max,assess_count,Week,Days
29769,443,3.076388888888889,4.961501945379197,24,144,88.0,88.0,1.0,4,28
29820,537,2.1653225806451615,3.9038140667800856,24,248,60.0,60.0,1.0,4,28
29985,59,1.7878787878787878,1.536179834800758,7,33,0.0,0.0,0.0,4,28
30091,219,4.055555555555555,5.851678251987193,8,54,80.0,80.0,1.0,4,28
30096,285,3.75,9.770875088752286,16,76,97.0,100.0,2.0,4,28
30268,281,3.6973684210526314,4.056335741666708,12,76,0.0,0.0,0.0,4,28
30531,1023,4.608108108108108,10.392937343734625,27,222,87.66666666666667,92.0,3.0,4,28
30549,52,2.0,1.8547236990991407,6,26,35.0,35.0,1.0,4,28
30850,527,4.705357142857143,11.569327569562564,22,112,100.0,100.0,2.0,4,28
31014,401,3.580357142857143,4.14084987763837,25,112,85.0,85.0,1.0,4,28
31107,570,4.913793103448276,4.365016988895156,31,116,0.0,0.0,0.0,4,28
31161,629,3.2760416666666665,5.361472892723289,30,192,90.5,92.0,2.0,4,28
31173,152,2.235294117647059,2.331597665421227,9,68,92.0,92.0,1.0,4,28
31205,205,3.203125,3.3955137886465563,10,64,0.0,0.0,0.0,4,28
31269,588,2.36144578313253,2.75729960778458,28,249,45.0,45.0,1.0,4,28
31296,52,2.260869565217391,1.8881783261398666,6,23,78.0,78.0,1.0,4,28
31600,231,4.714285714285714,5.389032071408247,8,49,47.0,47.0,1.0,4,28
31604,494,3.553956834532374,3.7011017980950447,22,139,72.0,72.0,1.0,4,28
31663,1118,3.3076923076923075,3.7771765003160844,37,338,88.0,88.0,1.0,4,28
31849,381,3.8484848484848486,3.701526536619548,16,99,81.0,81.0,1.0,4,28
32221,413,3.6228070175438596,5.52290540262297,13,114,94.0,94.0,1.0,4,28
32239,62,2.3846153846153846,1.877805593280051,8,26,0.0,0.0,0.0,4,28
32327,401,5.346666666666667,10.422809360002464,9,75,1.0,1.0,1.0,4,28
32885,567,3.7549668874172184,3.9698310416057065,24,151,69.0,69.0,1.0,4,28
32930,50,2.0833333333333335,2.263446134944921,2,24,1.0,1.0,1.0,4,28
33387,75,2.272727272727273,1.7188791273808215,8,33,65.0,65.0,1.0,4,28
33600,481,3.536764705882353,6.0771680639554395,21,136,84.0,84.0,1.0,4,28
33666,397,3.6422018348623855,3.578544437647634,18,109,58.0,58.0,1.0,4,28
33681,212,2.0384615384615383,2.397098071326013,9,104,79.4,94.0,5.0,4,28
33796,92,2.1904761904761907,2.2764766875976084,7,42,75.0,75.0,1.0,4,28
33897,229,5.088888888888889,5.567038637545027,2,45,54.5,59.0,4.0,4,28
33915,735,3.310810810810811,5.821458997534303,22,222,86.0,86.0,1.0,4,28
33930,188,2.3209876543209877,2.48408514595327,19,81,78.0,78.0,1.0,4,28
34068,282,3.810810810810811,9.19451247253234,24,74,78.0,78.0,1.0,4,28
34087,173,2.217948717948718,1.6952756041303063,19,78,84.25,88.0,4.0,4,28
34229,162,2.16,1.4429699103453828,11,75,73.0,73.0,1.0,4,28
34293,488,5.247311827956989,11.692301363437636,19,93,72.0,72.0,1.0,4,28
34353,169,3.1296296296296298,4.348264873188776,9,54,95.0,95.0,1.0,4,28
34431,77,2.4838709677419355,2.501612383269845,7,31,0.0,0.0,0.0,4,28
34653,84,2.625,3.1392417411976123,6,32,0.0,0.0,0.0,4,28
34662,132,2.490566037735849,4.263542412619933,11,53,1.0,1.0,1.0,4,28
34731,318,3.382978723404255,6.8847757602088695,13,94,77.5,79.0,2.0,4,28
34756,42,1.826086956521739,1.4663552190579532,4,23,71.0,71.0,1.0,4,28
34863,42,2.625,1.5864005379054391,2,16,64.0,64.0,1.0,4,28
35001,25,1.5625,0.8139410298049853,6,16,0.0,0.0,0.0,4,28
35340,413,3.8962264150943398,6.499713173573445,24,106,0.0,0.0,0.0,4,28
35355,1036,4.563876651982379,9.01763851427293,32,227,87.5,89.0,2.0,4,28
35502,524,1.9194139194139195,2.2510023145151576,29,273,66.0,66.0,1.0,4,28
35508,1024,3.5804195804195804,4.705968718310879,32,286,89.0,89.0,1.0,4,28
35544,218,2.5647058823529414,2.8968252689203506,15,85,94.0,94.0,1.0,4,28
35747,589,3.7044025157232703,5.265788146040532,17,159,54.0,54.0,1.0,4,28
35796,536,3.171597633136095,4.873411626854052,25,169,82.0,82.0,1.0,4,28
35812,19,1.7272727272727273,1.5550504230351563,3,11,71.0,71.0,1.0,4,28
35860,419,2.971631205673759,6.811695050647765,16,141,85.0,86.0,2.0,4,28
36347,313,3.4395604395604398,4.782395474164226,24,91,84.0,84.0,1.0,4,28
36385,882,4.220095693779904,8.194708540742724,32,209,76.5,84.0,2.0,4,28
37298,189,2.589041095890411,4.907012036187366,14,73,92.0,92.0,1.0,4,28
37622,88,5.5,5.378971401051816,4,16,70.0,70.0,1.0,4,28
37652,301,3.960526315789474,10.258577925454947,10,76,100.0,100.0,1.0,4,28
38053,727,3.9086021505376345,3.8438763068654844,32,186,79.0,79.0,1.0,4,28
38234,34,1.7894736842105263,1.6858544608470492,5,19,70.0,70.0,1.0,4,28
38711,50,1.9230769230769231,1.5980757659905098,6,26,1.0,1.0,1.0,4,28
39208,383,2.9689922480620154,4.442229846344281,20,129,100.0,100.0,1.0,4,28
39411,136,2.8333333333333335,2.5123806912147395,13,48,70.0,70.0,1.0,4,28
39427,64,1.6842105263157894,1.0931052509323758,8,38,84.0,84.0,1.0,4,28
39655,112,2.6666666666666665,3.089452289185653,6,42,78.0,78.0,1.0,4,28
39660,288,2.1818181818181817,1.8025350334577326,28,132,85.0,85.0,1.0,4,28
39882,181,3.1206896551724137,4.00910186471303,6,58,90.0,90.0,1.0,4,28
40184,513,2.2304347826086954,1.7593008691323564,34,230,95.0,95.0,1.0,4,28
40333,174,2.4166666666666665,2.4422916968278723,15,72,0.0,0.0,0.0,4,28
40419,195,2.5324675324675323,2.505700950277479,10,77,75.0,82.0,3.0,4,28
40508,91,3.1379310344827585,3.43016178222205,5,29,0.0,0.0,0.0,4,28
40563,249,1.9606299212598426,1.534790067869527,22,127,94.0,94.0,1.0,4,28
40604,267,2.3217391304347825,5.754552471033384,23,115,70.0,70.0,1.0,4,28
40857,243,2.641304347826087,3.0403206949814585,12,92,86.0,86.0,1.0,4,28
40878,453,3.02,3.644376011070635,18,150,94.0,94.0,1.0,4,28
41060,105,1.8421052631578947,1.4734492293862544,7,57,81.0,85.0,2.0,4,28
41414,148,1.9473684210526316,1.4777887701301586,11,76,0.0,0.0,0.0,4,28
41489,53,1.8928571428571428,1.7499055152119818,6,28,0.0,0.0,0.0,4,28
41547,206,3.21875,5.23561900344232,11,64,100.0,100.0,1.0,4,28
42552,953,4.216814159292035,7.001071697706063,26,226,84.0,84.0,1.0,4,28
42616,1005,3.667883211678832,5.042230948567457,26,274,76.0,76.0,1.0,4,28
42638,2134,4.192534381139489,6.643203209237921,39,509,50.0,50.0,1.0,4,28
42668,346,2.6412213740458017,3.8452142128786857,21,131,76.0,76.0,1.0,4,28
42746,2242,4.046931407942238,5.8832492442348,41,554,93.33333333333333,96.0,3.0,4,28
42818,191,2.146067415730337,1.77450736952383,18,89,39.0,39.0,1.0,4,28
43273,165,2.8947368421052633,3.4313898190420686,8,57,90.0,90.0,1.0,4,28
43284,323,2.3405797101449277,3.390619039600602,29,138,76.0,79.0,2.0,4,28
43430,968,3.78125,5.846316084912436,28,256,89.0,98.0,2.0,4,28
43564,632,4.514285714285714,8.097859841865594,24,140,0.0,0.0,0.0,4,28
43958,1492,3.560859188544153,6.03284433275736,40,419,90.5,98.0,6.0,4,28
45423,970,4.36936936936937,6.452650972885568,21,222,60.0,60.0,1.0,4,28
45462,499,5.8023255813953485,8.400027685447178,14,86,70.0,70.0,1.0,4,28
45642,414,2.875,2.4690390531852358,19,144,72.0,72.0,1.0,4,28
45664,461,2.6193181818181817,3.83032584826619,25,176,37.666666666666664,66.0,3.0,4,28
46016,264,1.9849624060150375,2.114111900388403,21,133,65.0,65.0,1.0,4,28
46148,271,3.011111111111111,4.5108967803305475,15,90,84.0,84.0,1.0,4,28
46605,802,3.580357142857143,4.5232600506964875,39,224,90.0,90.0,1.0,4,28
46705,590,2.6222222222222222,5.301149171611994,28,225,100.0,100.0,1.0,4,28
46753,788,3.5495495495495497,5.039641477477902,29,222,80.0,80.0,1.0,4,28
46812,130,3.0232558139534884,4.543380177026913,13,43,55.0,55.0,1.0,4,28
46844,93,2.5833333333333335,2.019547332590011,9,36,56.0,56.0,1.0,4,28
47063,34,1.619047619047619,1.023532631438318,5,21,0.0,0.0,0.0,4,28
47855,5,1.6666666666666667,0.5773502691896258,3,3,45.90909090909091,80.0,11.0,4,28
47861,3260,5.970695970695971,8.471379894261684,46,546,72.0,72.0,1.0,4,28
47891,77,2.40625,2.7808025645891883,7,32,100.0,100.0,1.0,4,28
48040,284,2.4482758620689653,2.2198504751298076,25,116,60.0,60.0,1.0,4,28
48152,104,2.311111111111111,2.3914832048734778,7,45,59.0,59.0,1.0,4,28
48503,121,3.025,3.6828605103182412,8,40,76.0,76.0,1.0,4,28
48635,1306,4.226537216828479,10.696240144552743,34,309,83.33333333333333,96.0,3.0,4,28
49119,265,1.8928571428571428,2.2108184902228407,16,140,59.5,69.0,2.0,4,28
49123,109,3.5161290322580645,4.9656887252554425,5,31,0.0,0.0,0.0,4,28
49670,33,6.6,9.813256340277675,1,5,0.0,0.0,0.0,4,28
50069,92,2.1904761904761907,1.6562975937105855,9,42,78.0,78.0,1.0,4,28
50263,2747,5.652263374485597,10.078683487735626,38,486,72.5,100.0,4.0,4,28
50476,232,2.4166666666666665,3.127691823110274,9,96,95.0,95.0,1.0,4,28
50487,902,4.487562189054726,7.269188023937968,23,201,75.0,78.0,2.0,4,28
50610,13,1.1818181818181819,0.6030226891555273,4,11,87.33333333333333,90.0,3.0,4,28
50993,44,1.8333333333333333,1.1293194051465596,6,24,61.0,61.0,1.0,4,28
51030,178,2.3733333333333335,2.2164820759015385,8,75,84.0,84.0,1.0,4,28
51033,393,2.425925925925926,2.563008605621795,21,162,95.0,95.0,1.0,4,28
51153,576,3.1135135135135137,4.3592830833951455,24,185,75.0,75.0,1.0,4,28
51163,201,3.140625,4.112957409309468,11,64,87.0,87.0,1.0,4,28
51301,491,2.7430167597765363,2.951079378755767,35,179,93.0,93.0,1.0,4,28
51485,310,3.1313131313131315,4.521256969540851,11,99,96.0,96.0,1.0,4,28
51576,987,4.182203389830509,6.891612309960344,29,236,75.25,96.0,4.0,4,28
51955,101,1.9423076923076923,1.5893451794835227,15,52,50.0,50.0,1.0,4,28
52014,66,2.2,1.900997923052068,10,30,67.0,81.0,2.0,4,28
52130,361,3.3425925925925926,3.668919821268637,18,108,72.0,72.0,1.0,4,28
52275,31,3.4444444444444446,3.9721250959376615,2,9,0.0,0.0,0.0,4,28
52426,42,2.625,2.5527762664727724,3,16,46.0,46.0,1.0,4,28
52702,75,2.586206896551724,3.950743522963298,5,29,0.0,0.0,0.0,4,28
52765,2218,4.592132505175983,3.954788605205912,49,483,67.0,67.0,1.0,4,28
52797,277,3.077777777777778,2.953679015286413,14,90,87.0,87.0,1.0,4,28
52899,1188,4.432835820895522,10.038836765950212,25,268,72.5,73.0,2.0,4,28
53025,558,3.875,4.154153705268137,19,144,71.0,71.0,1.0,4,28
53136,548,4.849557522123894,8.650166430003004,12,113,74.5,79.0,2.0,4,28
53166,265,3.3974358974358974,4.334517884153356,9,78,84.0,84.0,1.0,4,28
53236,43,3.3076923076923075,6.612924408366485,5,13,0.0,0.0,0.0,4,28
53300,279,3.1704545454545454,4.387080276702488,19,88,78.0,78.0,1.0,4,28
53360,22,2.0,1.6733200530681511,3,11,0.0,0.0,0.0,4,28
53488,488,2.6666666666666665,2.531848417709166,29,183,86.5,93.0,2.0,4,28
53626,39,2.7857142857142856,2.8603004529801903,4,14,0.0,0.0,0.0,4,28
53632,337,2.174193548387097,2.4814856963111978,13,155,85.83333333333333,98.0,6.0,4,28
53709,773,4.601190476190476,8.617028039119672,15,168,81.22222222222223,90.0,9.0,4,28
53895,3,1.5,0.7071067811865476,1,2,0.0,0.0,0.0,4,28
54062,278,3.808219178082192,8.826502916165127,13,73,67.0,67.0,1.0,4,28
54388,42,6.0,8.12403840463596,1,7,0.0,0.0,0.0,4,28
54391,98,4.9,10.062436662108606,3,20,50.0,50.0,1.0,4,28
54810,96,2.1333333333333333,1.7529196424044298,12,45,86.0,90.0,4.0,4,28
54867,577,3.518292682926829,4.845429901692528,17,164,74.0,74.0,1.0,4,28
54882,109,2.2244897959183674,2.4938700357280137,16,49,82.0,82.0,1.0,4,28
55013,188,2.8059701492537314,3.407828803007948,11,67,72.0,72.0,1.0,4,28
55026,118,3.3714285714285714,3.6548574792017967,13,35,59.0,59.0,1.0,4,28
55104,602,3.185185185185185,3.3521337429192246,21,189,75.0,75.0,1.0,4,28
55242,6,1.5,1.0,1,4,0.0,0.0,0.0,4,28
55419,274,3.382716049382716,7.974283512069545,10,81,78.0,86.0,2.0,4,28
55450,243,3.0375,5.637675591584654,9,80,88.0,88.0,1.0,4,28
55968,304,3.5764705882352943,3.6232597484146494,19,85,62.0,62.0,1.0,4,28
56340,4,2.0,1.4142135623730951,1,2,0.0,0.0,0.0,4,28
56637,1312,5.026819923371647,7.407587653765356,30,261,86.0,86.0,1.0,4,28
56667,100,2.0833333333333335,2.7275843363783894,8,48,76.0,76.0,1.0,4,28
56789,124,3.263157894736842,3.142422980855961,8,38,85.0,85.0,1.0,4,28
57079,112,1.9649122807017543,3.162079516262664,12,57,74.0,74.0,1.0,4,28
57227,360,2.5174825174825175,2.782878099927915,40,143,86.0,86.0,1.0,4,28
57285,16,1.7777777777777777,1.2018504251546631,2,9,1.0,1.0,1.0,4,28
57340,116,2.5217391304347827,3.377962110403797,12,46,60.0,60.0,1.0,4,28
57359,217,2.411111111111111,3.204261363620641,10,90,0.0,0.0,0.0,4,28
57506,515,4.186991869918699,5.581511625404316,24,123,68.0,68.0,1.0,4,28
57818,931,4.065502183406114,5.267417834748688,25,229,94.0,94.0,1.0,4,28
57844,127,1.8142857142857143,1.2544743935771614,12,70,80.0,80.0,1.0,4,28
58071,2012,5.239583333333333,6.910838034020405,49,384,87.0,87.0,1.0,4,28
58077,32,1.8823529411764706,1.4526851405748797,4,17,0.0,0.0,0.0,4,28
58089,79,2.323529411764706,2.4950932239253967,4,34,75.0,75.0,1.0,4,28
58316,550,3.8461538461538463,4.701374824853929,34,143,78.0,78.0,1.0,4,28
58549,558,3.509433962264151,4.828538480201709,25,159,96.0,98.0,2.0,4,28
58617,281,2.3813559322033897,2.9697031176991753,13,118,58.0,58.0,1.0,4,28
58640,406,2.5534591194968552,3.9564845007065137,22,159,78.0,78.0,1.0,4,28
58653,28,1.75,1.3416407864998738,5,16,1.0,1.0,1.0,4,28
58873,473,4.113043478260869,4.891390964569125,19,115,73.0,73.0,1.0,4,28
58884,938,4.150442477876106,5.5163937317185,30,226,92.0,92.0,1.0,4,28
59185,481,4.625,5.036155684415436,16,104,67.0,67.0,1.0,4,28
59272,213,2.7662337662337664,3.531423240356365,20,77,0.0,0.0,0.0,4,28
59275,195,3.1451612903225805,2.623017747691865,12,62,54.0,54.0,1.0,4,28
59370,438,2.720496894409938,3.1468460006096253,20,161,82.0,82.0,1.0,4,28
59541,441,5.444444444444445,17.549928774784245,10,81,40.0,40.0,1.0,4,28
59725,254,2.791208791208791,3.5135182858227374,21,91,87.0,87.0,1.0,4,28
60135,1579,3.689252336448598,5.228652496947494,44,428,66.5,76.0,2.0,4,28
60162,85,2.5,2.2596594004541055,7,34,0.0,0.0,0.0,4,28
60405,114,3.0,3.1018738887359074,10,38,0.0,0.0,0.0,4,28
60416,556,4.028985507246377,4.364659047202722,34,138,50.0,50.0,1.0,4,28
60519,1919,3.838,7.737926531961134,44,500,70.5,72.0,2.0,4,28
60809,446,3.8119658119658117,8.025746956247602,19,117,100.0,100.0,1.0,4,28
60830,321,3.057142857142857,2.7936348373392685,17,105,73.0,73.0,1.0,4,28
61227,674,5.029850746268656,9.913869906293368,17,134,78.0,78.0,1.0,4,28
61236,388,3.288135593220339,4.750351664742546,36,118,56.0,56.0,1.0,4,28
61297,94,3.032258064516129,3.6192436683902334,7,31,0.0,0.0,0.0,4,28
61352,138,2.4210526315789473,2.821773558426968,11,57,100.0,100.0,1.0,4,28
61911,133,2.7142857142857144,3.8078865529319543,10,49,84.0,84.0,1.0,4,28
62034,438,3.197080291970803,6.749552725985532,20,137,0.0,0.0,0.0,4,28
62155,635,4.7388059701492535,4.492147040084343,21,134,73.0,73.0,1.0,4,28
62278,355,3.060344827586207,7.4580435633685775,18,116,50.0,50.0,1.0,4,28
62487,190,3.6538461538461537,4.471630028649752,12,52,78.0,78.0,1.0,4,28
62631,228,3.5625,3.4909179217661275,10,64,75.0,75.0,1.0,4,28
62975,103,2.641025641025641,2.507747778461356,7,39,0.0,0.0,0.0,4,28
63015,344,2.796747967479675,2.78449851150061,20,123,75.0,75.0,1.0,4,28
63044,74,2.242424242424242,2.3721074890050704,6,33,65.0,65.0,1.0,4,28
63112,1113,4.860262008733624,7.365021761345,25,229,64.0,64.0,1.0,4,28
63165,285,3.392857142857143,3.550047877304358,18,84,50.0,50.0,1.0,4,28
63295,329,3.781609195402299,5.554016538142553,13,87,76.0,76.0,1.0,4,28
63371,626,2.675213675213675,4.047632826629823,30,234,67.0,67.0,1.0,4,28
63400,711,4.283132530120482,3.9632346531163973,29,166,83.0,83.0,1.0,4,28
63467,78,1.95,1.8529256146249728,5,40,1.0,1.0,1.0,4,28
63566,357,2.4965034965034967,3.2606793681515347,22,143,67.0,67.0,1.0,4,28
63721,126,1.96875,2.0852372252849993,13,64,86.0,86.0,1.0,4,28
63827,38,1.52,1.0847426730181986,8,25,85.0,85.0,1.0,4,28
63856,113,2.6904761904761907,2.393977150471628,13,42,75.0,75.0,1.0,4,28
63949,89,4.45,4.273233707134384,4,20,0.0,0.0,0.0,4,28
63958,47,2.0434782608695654,1.4917427535227872,6,23,0.0,0.0,0.0,4,28
64275,83,3.772727272727273,3.36553707851211,5,22,75.0,75.0,1.0,4,28
64296,476,4.4485981308411215,8.194836898304189,12,107,60.0,60.0,1.0,4,28
64388,1564,4.0942408376963355,8.406753835582505,34,382,75.0,78.0,3.0,4,28
64427,565,3.9788732394366195,5.929214017325602,25,142,74.0,74.0,1.0,4,28
64450,1089,3.3201219512195124,4.594700841846073,38,328,21.0,21.0,1.0,4,28
64767,69,2.76,2.0469489490458717,10,25,78.0,78.0,1.0,4,28
64901,140,2.5925925925925926,2.359393258418067,11,54,0.0,0.0,0.0,4,28
65002,97,3.5925925925925926,2.899061642076347,7,27,66.66666666666667,68.0,3.0,4,28
65656,115,2.5555555555555554,3.545519294928046,18,45,80.0,80.0,1.0,4,28
66047,46,1.84,1.1060440015358037,6,25,43.0,43.0,1.0,4,28
66254,657,3.301507537688442,5.2502571114235925,19,199,50.0,50.0,1.0,4,28
66451,209,2.488095238095238,3.1026380055091933,9,84,82.0,82.0,1.0,4,28
66577,118,1.9344262295081966,1.1953918807796378,12,61,83.0,85.0,3.0,4,28
66579,328,2.7796610169491527,3.159940476612223,16,118,72.5,73.0,2.0,4,28
66713,617,5.273504273504273,7.742208465583356,17,117,0.0,0.0,0.0,4,28
66892,104,1.9259259259259258,1.746714996050693,8,54,0.0,0.0,0.0,4,28
67182,13,1.3,0.6749485577105528,2,10,0.0,0.0,0.0,4,28
67471,347,2.4265734265734267,2.9657422187882365,14,143,69.0,69.0,1.0,4,28
67505,441,2.238578680203046,2.2877076152359272,23,197,53.0,53.0,1.0,4,28
67539,655,4.45578231292517,4.968712096458522,27,147,0.0,0.0,0.0,4,28
67602,142,2.088235294117647,2.4961779387734593,8,68,48.5,54.0,2.0,4,28
67685,503,3.067073170731707,5.2086891743373,26,164,75.0,75.0,1.0,4,28
67781,253,2.5816326530612246,3.018579816915189,15,98,65.0,65.0,1.0,4,28
67785,276,2.5090909090909093,3.54459261138012,10,110,74.0,81.0,2.0,4,28
67986,612,3.1709844559585494,5.133305015286491,28,193,78.5,85.0,2.0,4,28
68011,146,2.212121212121212,1.5039962307149117,13,66,76.0,76.0,1.0,4,28
68107,210,2.3333333333333335,3.8218767082460556,14,90,86.0,86.0,1.0,4,28
68208,2518,3.861963190184049,6.135387106108898,43,652,74.0,74.0,1.0,4,28
68376,296,2.3125,2.5495097567963922,11,128,86.0,86.0,1.0,4,28
68417,349,3.292452830188679,3.218893572500829,19,106,90.0,90.0,1.0,4,28
68556,67,1.8611111111111112,1.4172967786353563,10,36,75.0,75.0,1.0,4,28
69346,1200,5.504587155963303,9.541202286557708,27,218,87.66666666666667,97.0,3.0,4,28
69439,244,2.8372093023255816,8.100632459137376,9,86,65.5,75.0,2.0,4,28
69489,215,2.193877551020408,2.0741818074649774,21,98,0.0,0.0,0.0,4,28
69491,34,1.7894736842105263,1.2727462594467418,6,19,69.5,79.0,2.0,4,28
69494,1128,2.9762532981530345,3.864362435926449,42,379,0.0,0.0,2.0,4,28
69703,267,3.76056338028169,8.543108816437787,11,71,80.0,80.0,1.0,4,28
70011,1016,3.681159420289855,4.000882643065609,32,276,74.0,74.0,1.0,4,28
70214,1039,4.4025423728813555,7.764282234387038,32,236,33.0,33.0,1.0,4,28
70381,116,2.230769230769231,2.9279945932085014,13,52,40.0,40.0,1.0,4,28
70464,405,4.6022727272727275,4.8364986212414705,13,88,59.0,59.0,1.0,4,28
70495,1498,4.4188790560471976,6.829824773160352,35,339,79.0,80.0,2.0,4,28
70537,546,5.628865979381444,8.91665060858624,20,97,0.0,0.0,0.0,4,28
70569,141,2.660377358490566,3.637113163286844,7,53,1.0,1.0,1.0,4,28
70608,55,2.75,2.4251966822029964,5,20,81.0,81.0,1.0,4,28
70750,103,1.7457627118644068,1.9791431473988852,8,59,0.0,0.0,0.0,4,28
70771,180,4.090909090909091,7.627423539571437,5,44,50.0,50.0,1.0,4,28
70827,139,3.6578947368421053,7.249515606518875,5,38,0.0,0.0,0.0,4,28
71159,586,3.2737430167597767,4.817796242081833,20,179,76.0,76.0,1.0,4,28
71209,66,1.8333333333333333,1.3416407864998738,11,36,67.0,67.0,1.0,4,28
71252,141,2.1044776119402986,2.4810452853232072,14,67,90.0,90.0,1.0,4,28
71361,1059,3.9962264150943394,4.008984335600163,33,265,82.0,82.0,1.0,4,28
71433,60,1.5,0.7844645405527362,8,40,0.0,0.0,0.0,4,28
71504,188,2.186046511627907,2.8429960497664584,13,86,100.0,100.0,1.0,4,28
71578,178,2.0,1.373449539067102,18,89,94.0,94.0,1.0,4,28
71676,196,2.5454545454545454,2.510742470106437,17,77,70.0,70.0,1.0,4,28
71723,282,2.5871559633027523,3.4806635413974134,14,109,66.5,77.0,2.0,4,28
71897,261,2.868131868131868,3.3139730811244656,17,91,0.0,0.0,0.0,4,28
72114,544,3.005524861878453,5.31611516216814,17,181,76.0,76.0,1.0,4,28
72349,134,2.4814814814814814,2.3929199084653545,10,54,0.0,0.0,0.0,4,28
72400,72,1.8461538461538463,1.785002750085771,6,39,75.0,75.0,1.0,4,28
72609,1185,4.388888888888889,13.181908107822373,38,270,67.0,67.0,1.0,4,28
72693,277,3.6447368421052633,7.070509547632186,12,76,78.0,78.0,1.0,4,28
72864,266,3.2048192771084336,3.818309663509906,7,83,96.0,96.0,1.0,4,28
73019,120,3.5294117647058822,3.791819696819817,7,34,60.0,60.0,1.0,4,28
73489,625,4.562043795620438,6.512274963785711,23,137,63.0,63.0,1.0,4,28
73584,117,2.0892857142857144,3.1233826983767905,6,56,1.0,1.0,1.0,4,28
73664,55,1.71875,1.4420946906407335,10,32,40.0,40.0,1.0,4,28
73874,557,3.5253164556962027,4.605036521482331,21,158,100.0,100.0,1.0,4,28
74113,89,2.966666666666667,3.056743064262932,4,30,70.0,70.0,1.0,4,28
74165,514,4.63063063063063,9.65865408271767,10,111,90.0,90.0,1.0,4,28
