id_student,code_module,code_presentation,vle_total,vle_mean,vle_std,assess_mean,assess_max,assess_count,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,target
50487,FFF,2013J,1652,4.887573964497041,7.9713373421718225,78.66666666666667,86.0,3.0,F,East Anglian Region,Lower Than A Level,90-100%,0-35,1,60,N,Pass,0
50610,DDD,2013J,13,1.1818181818181819,0.6030226891555273,87.33333333333333,90.0,3.0,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,1,70,Y,Fail,1
50993,BBB,2013B,106,2.0,1.4935759876113537,48.0,61.0,2.0,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,Y,Fail,1
51030,DDD,2014B,318,2.2237762237762237,2.097683431921383,84.0,84.0,2.0,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0
51163,DDD,2013J,279,3.4444444444444446,5.310367218940701,77.5,87.0,2.0,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Pass,0
51301,BBB,2013J,670,2.576923076923077,2.6808786222263374,93.0,93.0,1.0,F,Wales,Lower Than A Level,30-40%,0-35,2,60,Y,Withdrawn,1
51485,FFF,2013J,602,3.202127659574468,5.0422382502070615,92.0,96.0,2.0,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Distinction,0
51576,CCC,2014B,370,3.457943925233645,3.518898771329418,71.0,92.0,2.0,F,London Region,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,1
51576,FFF,2013J,1041,4.7534246575342465,8.490870686031682,85.0,99.0,3.0,F,London Region,Lower Than A Level,10-20,0-35,0,90,N,Distinction,0
52014,DDD,2013B,150,2.830188679245283,2.7155949132641815,64.25,81.0,4.0,F,Wales,Lower Than A Level,0-10%,35-55,2,120,N,Fail,1
52130,AAA,2013J,559,3.1055555555555556,3.2554161525840715,70.0,72.0,2.0,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,0
52426,BBB,2014B,42,2.625,2.5527762664727724,70.66666666666667,100.0,3.0,F,Scotland,Lower Than A Level,70-80%,35-55,1,60,N,Fail,1
52797,BBB,2013J,365,2.8515625,2.7724455327893214,85.66666666666667,100.0,3.0,F,South West Region,Lower Than A Level,30-40%,35-55,1,60,N,Pass,0
52899,BBB,2013B,899,5.515337423312883,12.515351476112363,72.0,72.0,1.0,F,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,1
52899,BBB,2013J,696,2.840816326530612,2.931451716632131,79.0,100.0,3.0,F,East Midlands Region,Lower Than A Level,50-60%,35-55,1,90,N,Pass,0
53025,AAA,2013J,769,3.479638009049774,3.6364057998378265,75.5,80.0,2.0,M,North Region,Post Graduate Qualification,Unknown,55<=,0,60,N,Pass,0
53136,FFF,2014B,686,4.182926829268292,7.382001073379355,77.66666666666667,84.0,3.0,F,London Region,A Level or Equivalent,30-40%,0-35,1,120,N,Pass,0
53166,FFF,2013J,667,3.877906976744186,7.077861063277673,77.66666666666667,84.0,3.0,F,North Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,0
53197,FFF,2013B,8,2.0,0.816496580927726,0.0,0.0,0.0,F,North Western Region,No Formal quals,0-10%,0-35,0,60,N,Fail,1
53360,BBB,2013J,22,2.0,1.6733200530681511,0.0,0.0,0.0,F,North Western Region,Lower Than A Level,10-20,35-55,1,120,N,Withdrawn,1
53488,DDD,2013B,735,2.45,2.262276061091712,82.75,97.0,4.0,F,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,Pass,0
53626,FFF,2013J,39,2.7857142857142856,2.8603004529801903,0.0,0.0,0.0,M,Scotland,HE Qualification,30-40%,35-55,0,60,Y,Fail,1
53632,DDD,2014B,362,2.1547619047619047,2.471364371989462,85.5,91.0,2.0,M,Wales,Lower Than A Level,90-100%,0-35,1,60,N,Withdrawn,1
53709,FFF,2013B,1206,4.620689655172414,8.249813115799858,85.25,90.0,4.0,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,1
53709,FFF,2014B,6,1.2,0.4472135954999579,80.28571428571429,90.0,7.0,M,Wales,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,0
53895,DDD,2013B,65,3.25,2.76966651992238,0.0,0.0,0.0,M,North Region,A Level or Equivalent,60-70%,35-55,1,60,N,Withdrawn,1
54062,EEE,2013J,545,4.224806201550388,7.15152989541128,78.0,78.0,1.0,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction,0
54388,BBB,2013J,42,6.0,8.12403840463596,0.0,0.0,0.0,M,East Anglian Region,Lower Than A Level,0-10%,35-55,3,75,N,Withdrawn,1
54391,CCC,2014B,107,3.962962962962963,8.755136872283703,50.0,50.0,1.0,M,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,1
54810,DDD,2014B,231,2.510869565217391,2.6910293190499845,86.0,90.0,2.0,M,South Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn,1
54867,FFF,2014B,604,3.6167664670658684,4.917067064564299,74.0,74.0,1.0,F,South West Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,1
54882,FFF,2013J,211,2.425287356321839,2.419072395294421,72.0,82.0,2.0,M,Scotland,Lower Than A Level,30-40%,0-35,1,60,N,Fail,1
55013,FFF,2013J,405,3.188976377952756,4.529852100785756,64.0,72.0,2.0,M,North Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,1
55026,BBB,2013J,136,3.022222222222222,3.3877378406198555,75.0,100.0,3.0,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,Y,Pass,0
55242,DDD,2013B,8,1.3333333333333333,0.816496580927726,0.0,0.0,0.0,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,1
55419,FFF,2013J,275,3.3536585365853657,7.929273706436983,78.0,86.0,2.0,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,Withdrawn,1
55450,FFF,2013B,541,3.920289855072464,6.728370692682183,76.0,88.0,2.0,M,South East Region,A Level or Equivalent,30-40%,35-55,1,120,N,Fail,1
55968,BBB,2014B,455,3.053691275167785,3.237836354017344,68.0,80.0,3.0,F,Wales,Lower Than A Level,10-20,0-35,0,120,N,Fail,1
56340,BBB,2013J,4,2.0,1.4142135623730951,0.0,0.0,0.0,F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,1
56789,BBB,2013J,181,3.290909090909091,3.241357324701692,80.66666666666667,85.0,3.0,F,South East Region,A Level or Equivalent,60-70%,35-55,1,60,N,Pass,0
57079,BBB,2013J,277,2.408695652173913,3.066215600429015,78.33333333333333,100.0,3.0,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail,1
